complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
1852,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST4268,2025-09-04 15:39:00,
1853,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Open,CUST4818,2025-03-23 10:05:00,
1854,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST9115,2025-06-21 18:33:00,
1855,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST8250,2025-06-24 18:43:00,2025-07-04 18:02:24
1856,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST4102,2025-02-07 10:16:00,
1857,The road near the facility is damaged and causing accidents.,,Maintenance,Closed,CUST7466,2025-03-28 18:20:00,2025-04-04 12:48:05
1858,The new infrastructure upgrade has improved things significantly.,,Maintenance,Resolved,CUST5111,2025-05-14 14:32:00,2025-05-25 02:06:12
1859,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST5611,2025-04-01 07:41:00,2025-04-10 11:22:02
1860,There are serious safety hazards at the site that need urgent attention.,,Security,Closed,CUST8046,2025-02-16 16:22:00,2025-02-19 05:09:41
1861,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST6922,2025-01-24 17:43:00,
1862,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,In Progress,CUST8385,2025-08-03 23:36:00,
1863,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST4117,2025-06-10 09:48:00,2025-06-15 05:07:40
1864,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST7606,2025-01-12 08:26:00,2025-01-16 08:15:05
1865,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST1401,2025-06-05 03:47:00,2025-06-09 14:46:10
1866,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Open,CUST8116,2025-06-28 13:40:00,
1867,No safety measures are in place despite previous warnings.,Safety Concern,Security,Open,CUST3455,2025-03-06 10:13:00,
1868,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST5549,2025-01-13 14:10:00,
1869,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST8984,2025-08-16 09:27:00,2025-08-20 04:46:00
1870,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST5740,2025-05-04 01:04:00,2025-05-05 07:02:18
1871,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST6046,2025-12-26 16:13:00,2025-12-29 17:43:55
1872,The equipment at the site is old and frequently malfunctions.,,Maintenance,Resolved,CUST3120,2025-08-22 05:39:00,2025-08-31 20:35:40
1873,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST8758,2025-09-26 13:44:00,2025-09-30 21:09:12
1874,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST6120,2025-06-08 14:13:00,2025-06-10 19:00:12
1875,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Resolved,CUST4184,2025-09-18 14:21:00,2025-09-30 09:57:25
1876,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST4883,2025-09-19 23:58:00,
1877,No safety measures are in place despite previous warnings.,Safety Concern,Security,Open,CUST2566,2025-07-16 16:56:00,
1878,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST5358,2025-08-03 12:33:00,2025-08-06 21:15:55
1879,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST1967,2025-09-26 09:49:00,
1880,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST3394,2025-08-11 14:22:00,2025-08-16 10:29:55
1881,I witnessed a near-accident due to lack of proper signage.,,Security,Closed,CUST4083,2025-07-11 19:38:00,2025-07-15 06:12:00
1882,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST9259,2025-05-02 13:47:00,2025-05-03 19:09:50
1883,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST3360,2025-06-27 09:54:00,
1884,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST3418,2025-08-25 23:26:00,
1885,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST5481,2025-07-20 22:28:00,2025-07-25 06:40:41
1886,I was treated very disrespectfully by the customer support agent.,,Customer Support,In Progress,CUST1277,2025-08-15 15:18:00,
1887,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,In Progress,CUST1417,2025-07-12 14:09:00,
1888,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST5635,2025-06-11 06:39:00,2025-06-21 10:35:42
1889,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST9137,2025-01-17 12:03:00,2025-01-24 21:08:48
1890,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST2505,2025-03-04 11:33:00,
1891,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,CUST9931,2025-05-14 20:21:00,2025-05-20 08:30:37
1892,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST4395,2025-08-13 08:44:00,
1893,The staff at the counter was extremely rude to me today.,,Customer Support,In Progress,CUST1396,2025-09-28 13:16:00,
1894,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST3255,2025-07-02 15:14:00,2025-07-05 10:39:12
1895,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST5745,2025-06-21 10:42:00,2025-06-26 01:20:04
1896,Very unprofessional behavior from the officer on duty.,,Customer Support,Resolved,CUST9052,2025-07-02 08:12:00,2025-07-06 19:38:57
1897,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST4486,2025-07-12 09:32:00,2025-07-15 17:53:08
1898,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST9370,2025-11-24 15:39:00,
1899,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST7432,2025-09-09 12:21:00,
1900,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST7646,2025-06-15 15:38:00,2025-06-17 09:11:55
1901,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST4279,2025-01-26 02:06:00,2025-01-28 08:40:22
1902,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,CUST6913,2025-10-22 16:13:00,2025-10-28 18:09:59
1903,I was treated very disrespectfully by the customer support agent.,,Customer Support,In Progress,CUST1202,2025-07-27 17:16:00,
1904,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST6363,2025-10-07 16:31:00,2025-10-10 08:54:46
1905,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST5675,2025-08-06 20:58:00,2025-08-08 16:44:06
1906,No safety measures are in place despite previous warnings.,,Security,Open,CUST1819,2025-02-04 11:56:00,
1907,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST3613,2025-12-10 08:28:00,2025-12-24 06:11:00
1908,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST5587,2025-04-07 13:27:00,2025-04-09 20:52:02
1909,,,Operations,Open,CUST8486,2025-05-02 14:57:00,
1910,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST8807,2025-02-21 14:47:00,2025-02-22 12:49:13
1911,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST5475,2025-02-08 11:29:00,2025-02-09 19:58:50
1912,Staff keep telling me to wait but nothing happens.,,Operations,In Progress,CUST7183,2025-07-24 14:44:00,
1913,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST1721,2025-06-15 18:26:00,
1914,The equipment at the site is old and frequently malfunctions.,,Maintenance,In Progress,CUST5455,2025-09-24 18:30:00,
1915,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Open,CUST8132,2025-04-15 14:51:00,
1916,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST2448,2025-09-23 09:54:00,2025-09-26 05:36:31
1917,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST9859,2025-10-18 17:10:00,2025-10-26 11:50:56
1918,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST5791,2025-06-19 15:25:00,2025-06-21 19:29:05
1919,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST5148,2025-08-14 10:23:00,2025-08-16 15:55:31
1920,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST3691,2025-12-21 12:29:00,2025-12-27 22:58:11
1921,An official demanded a bribe before processing my documents.,,Administration,Open,CUST3612,2025-07-28 17:40:00,
1922,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST2339,2025-03-27 07:50:00,
1923,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST5173,2025-12-18 10:02:00,2025-12-25 12:37:02
1924,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST6332,2025-09-22 19:45:00,2025-09-23 22:42:40
1925,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,CUST6752,2025-07-13 07:33:00,2025-07-16 01:33:49
1926,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,In Progress,CUST4085,2025-04-21 09:29:00,
1927,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST6022,2025-10-16 09:09:00,2025-10-24 02:56:04
1928,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST4129,2025-05-07 12:34:00,2025-05-11 12:59:28
1929,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2098,2025-05-07 08:11:00,2025-05-09 02:42:49
1930,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST5918,2025-06-12 08:42:00,2025-06-17 05:44:07
1931,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST1686,2025-04-14 10:39:00,2025-04-20 09:39:47
1932,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,In Progress,CUST7287,2025-07-12 16:01:00,
1933,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Closed,CUST9033,2025-06-19 10:39:00,2025-06-21 16:06:44
1934,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST9908,2025-01-16 08:48:00,2025-01-17 01:29:33
1935,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST6527,2025-09-23 09:40:00,2025-09-26 11:57:22
1936,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST4548,2025-01-10 07:35:00,2025-01-13 00:55:55
1937,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST9295,2025-01-05 09:37:00,2025-01-12 11:15:51
1938,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST9776,2025-03-09 10:44:00,2025-03-12 20:17:48
1939,The road near the facility is damaged and causing accidents.,,Maintenance,Resolved,CUST8401,2025-04-04 17:44:00,2025-04-06 16:17:07
1940,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST2258,2025-01-20 13:21:00,2025-01-25 06:08:41
1941,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3893,2025-04-13 16:49:00,2025-04-15 21:21:21
1942,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Closed,CUST9083,2025-05-08 13:21:00,2025-05-10 17:04:52
1943,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST1387,2025-10-04 08:06:00,
1944,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST7034,2025-10-14 14:01:00,2025-10-17 11:16:02
1945,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST2096,2025-06-02 07:17:00,2025-06-04 17:11:01
1946,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4985,2025-11-22 12:22:00,2025-11-25 05:56:31
1947,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST8308,2025-02-06 06:05:00,2025-02-07 00:48:27
1948,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Open,CUST4039,2025-06-09 11:30:00,
1949,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7401,2025-07-08 12:12:00,
1950,I was overcharged on my last bill and no one is responding.,,Billing,Resolved,CUST9692,2025-07-01 15:07:00,2025-07-05 02:18:06
1951,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST8778,2025-05-08 16:55:00,2025-05-11 08:32:54
1952,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST2161,2025-02-13 17:35:00,2025-02-17 04:55:28
1953,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST2189,2025-10-05 17:55:00,2025-10-06 04:54:19
1954,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST5300,2025-08-14 22:53:00,2025-08-17 14:51:05
1955,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST7122,2025-01-11 09:49:00,2025-01-18 02:23:03
1956,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST9348,2025-10-08 12:47:00,2025-10-13 10:16:04
1957,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST9145,2025-11-21 12:10:00,
1958,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST3384,2025-08-14 17:04:00,2025-08-21 00:24:52
1959,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST6594,2025-06-13 11:17:00,2025-06-16 19:27:03
1960,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST7325,2025-08-10 10:54:00,2025-08-17 13:30:45
1961,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST3248,2025-08-22 12:38:00,2025-08-25 12:56:13
1962,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST5122,2025-08-11 09:34:00,2025-08-14 19:30:03
1963,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,In Progress,CUST6311,2025-11-20 20:32:00,
1964,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST7742,2025-05-10 09:12:00,2025-05-12 03:28:46
1965,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST3281,2025-06-22 12:12:00,2025-06-30 18:14:45
1966,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,,2025-03-22 14:23:00,2025-03-26 19:01:32
1967,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST5047,2025-07-04 11:46:00,2025-07-05 23:10:03
1968,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Resolved,CUST8935,2025-03-21 14:51:00,2025-03-23 19:00:43
1969,,,Maintenance,In Progress,CUST3038,2025-06-11 09:09:00,
1970,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST8450,2025-01-07 10:51:00,2025-01-08 00:18:57
1971,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST9020,2025-07-14 09:12:00,
1972,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Open,CUST1892,2025-06-11 09:07:00,
1973,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST7934,2025-05-18 17:34:00,
1974,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST5656,2025-01-04 10:21:00,2025-01-05 13:08:11
1975,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST6792,2025-04-20 11:36:00,2025-04-23 17:57:05
1976,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST7279,2025-01-19 16:20:00,2025-01-24 03:15:29
1977,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST5419,2025-01-06 13:05:00,2025-01-08 08:39:26
1978,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,In Progress,CUST3713,2025-02-28 17:26:00,
1979,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST7335,2025-05-01 16:15:00,2025-05-09 05:26:59
1980,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST7299,2025-02-03 09:26:00,2025-02-05 05:16:17
1981,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,In Progress,CUST8154,2025-01-25 09:17:00,
1982,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST8244,2025-05-01 17:31:00,2025-05-04 05:19:39
1983,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST3758,2025-03-03 00:38:00,2025-03-08 09:41:55
1984,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST4782,2025-04-12 17:25:00,
1985,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST2059,2025-12-22 16:59:00,2025-12-30 09:58:34
1986,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST8296,2025-06-12 08:23:00,2025-06-16 04:13:24
1987,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST5257,2025-06-12 12:14:00,
1988,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST4206,2025-04-19 10:41:00,2025-04-22 09:47:19
1989,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Open,CUST2513,2025-06-25 19:14:00,
1990,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST5803,2025-01-03 06:33:00,2025-01-08 13:46:31
1991,Why is the late fee applied when I paid on time?,,Billing,Resolved,CUST2094,2025-05-06 10:14:00,2025-05-07 21:38:03
1992,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST3882,2025-08-19 18:41:00,2025-08-23 07:30:16
1993,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST2262,2025-12-06 12:15:00,
1994,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST7044,2025-04-26 12:11:00,2025-04-28 00:31:53
1995,No safety measures are in place despite previous warnings.,,Security,Closed,CUST3814,2025-07-06 12:15:00,2025-07-10 22:43:36
1996,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST3736,2025-10-17 11:32:00,2025-10-20 10:35:18
1997,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST5575,2025-10-08 17:55:00,2025-10-11 20:34:21
1998,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST1692,2025-03-04 08:45:00,
1999,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST7471,2025-03-10 05:29:00,2025-03-11 17:58:31
2000,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST7638,2025-11-15 13:41:00,2025-11-17 05:42:54
2001,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST1596,2025-12-06 14:32:00,2025-12-10 09:17:57
2002,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST7268,2025-12-27 13:19:00,
2003,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST3411,2025-01-16 06:12:00,2025-01-23 00:45:47
2004,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST5005,2025-09-24 05:08:00,2025-09-24 17:06:39
2005,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST7087,2025-11-09 17:31:00,2025-11-13 02:37:51
2006,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,CUST2659,2025-03-02 08:15:00,2025-03-08 11:31:09
2007,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST5816,2025-05-13 09:56:00,2025-05-17 13:34:11
2008,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST2110,2025-07-02 06:59:00,2025-07-06 03:37:52
2009,No technician has visited despite multiple requests.,,Operations,Open,CUST5417,2025-05-17 14:10:00,
2010,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST8541,2025-04-17 10:23:00,
2011,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST8182,2025-05-02 09:51:00,2025-05-08 01:39:59
2012,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST9289,2025-09-02 11:42:00,2025-09-05 13:29:58
2013,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST5376,2025-12-13 16:21:00,2025-12-16 16:29:14
2014,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST5962,2025-02-13 08:17:00,2025-02-14 18:14:56
2015,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3484,2025-04-19 15:12:00,2025-04-22 05:45:07
2016,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST1613,2025-04-07 13:00:00,2025-04-10 07:56:37
2017,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST9085,2025-09-08 07:29:00,2025-09-14 15:34:43
2018,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8682,2025-10-11 02:39:00,2025-10-13 04:31:58
2019,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST6349,2025-07-18 16:56:00,2025-07-20 05:22:25
2020,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST4706,2025-07-09 09:51:00,2025-07-12 04:14:33
2021,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST7630,2025-07-11 21:32:00,
2022,The online payment portal charged me twice for the same bill.,,Billing,Open,CUST4663,2025-05-28 15:16:00,
2023,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST9883,2025-11-08 19:29:00,2025-11-14 21:37:55
2024,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST3661,2025-09-14 10:36:00,
2025,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST7786,2025-09-02 14:27:00,2025-09-07 00:40:08
2026,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,In Progress,CUST9058,2025-05-12 17:07:00,
2027,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST3701,2025-07-13 20:27:00,2025-07-15 07:27:36
2028,Staff keep telling me to wait but nothing happens.,,Operations,Open,CUST1139,2025-05-13 18:54:00,
2029,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3488,2025-07-03 15:59:00,2025-07-04 21:29:59
2030,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST6853,2025-07-02 21:08:00,
2031,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Open,CUST2349,2025-01-10 01:21:00,
2032,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST9034,2025-10-07 15:50:00,
2033,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST3271,2025-05-27 15:33:00,
2034,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST9133,2025-10-06 14:41:00,2025-10-07 19:50:54
2035,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST8413,2025-01-28 22:21:00,2025-02-02 15:17:03
2036,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST4852,2025-05-21 07:45:00,2025-05-23 18:20:24
2037,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST1602,2025-08-07 12:15:00,2025-08-10 00:43:25
2038,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST2203,2025-11-05 17:06:00,2025-11-06 17:04:24
2039,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST3008,2025-08-19 19:15:00,2025-08-23 20:45:54
2040,"The new online system has made things much easier, well done.",,Customer Support,Resolved,CUST3564,2025-12-07 19:57:00,2025-12-08 08:51:53
2041,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST4056,2025-02-02 07:53:00,2025-02-05 03:18:14
2042,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST3177,2025-08-13 21:50:00,2025-08-18 02:34:31
2043,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST3689,2025-08-25 12:36:00,2025-08-26 19:14:05
2044,"Great job by the support team, issue resolved within a day.",,Customer Support,Open,,2025-02-11 12:09:00,
2045,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST6910,2025-11-24 14:11:00,2025-12-02 22:58:25
2046,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Resolved,CUST9209,2025-06-01 16:06:00,2025-06-11 13:26:01
2047,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST9697,2025-05-22 18:54:00,2025-05-26 00:06:11
2048,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST1645,2025-12-20 16:59:00,2025-12-23 19:26:07
2049,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST1293,2025-07-18 11:48:00,2025-07-23 14:07:26
2050,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST4783,2025-07-14 18:59:00,2025-07-22 01:29:35
2051,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST4759,2025-06-10 10:57:00,2025-06-11 00:19:46
2052,The new infrastructure upgrade has improved things significantly.,,Maintenance,Resolved,CUST8360,2025-04-09 09:00:00,2025-04-15 22:40:54
2053,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST9954,2025-06-03 11:51:00,2025-06-06 09:08:06
2054,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST1838,2025-07-24 17:50:00,2025-07-25 21:13:02
2055,The staff member was polite and handled my issue very well.,,Customer Support,In Progress,CUST4847,2025-04-22 13:35:00,
2056,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST8036,2025-07-11 10:11:00,2025-07-12 04:42:28
2057,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST5230,2025-12-01 12:06:00,
2058,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3685,2025-08-14 10:10:00,2025-08-15 07:53:42
2059,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST3548,2025-05-18 08:44:00,2025-05-27 08:07:21
2060,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST5424,2025-12-03 08:49:00,2025-12-11 21:29:54
2061,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST9758,2025-09-11 10:07:00,2025-09-12 11:07:54
2062,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Closed,CUST2507,2025-07-20 15:17:00,2025-07-24 06:56:07
2063,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST2415,2025-10-18 17:16:00,2025-10-24 02:51:27
2064,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST8842,2025-03-06 13:33:00,2025-03-07 20:34:54
2065,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9395,2025-01-28 11:24:00,2025-01-29 14:10:18
2066,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST2096,2025-04-07 10:39:00,2025-04-11 00:13:56
2067,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST6279,2025-10-25 14:31:00,2025-10-26 15:24:46
