complaint_id,stage_order,department,action,routed_correctly,comment,stage_timestamp,resolution_status
2078,4,Security,Reviewed,True,Corrected the error and notified the customer.,2025-12-31 23:21:17.079209,Resolved
2079,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-02 10:29:14.891818,
2079,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-09-02 15:28:25.572408,
2079,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-09-05 08:43:42.610680,Resolved
2080,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-04 15:01:34.522205,
2080,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-03-04 21:23:48.575564,
2080,3,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-03-06 14:23:32.947007,Unresolved
2081,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-04 10:44:20.055006,
2081,2,Operations,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-06-04 15:28:40.638770,
2081,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Staff Behavior.,2025-06-04 21:32:55.721589,
2081,4,Customer Support,Reviewed,True,"Still under investigation, pending further review.",2025-06-05 22:54:38.687794,Unresolved
2082,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-19 15:35:28.815597,
2082,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-03-19 16:35:37.832190,
2082,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-03-21 22:14:30.984126,Resolved
2083,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-27 18:10:18.804612,
2083,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-03-27 22:48:25.996648,
2083,3,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-03-31 21:16:50.981087,Resolved
2084,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-19 14:39:48.346615,
2084,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-11-19 20:10:36.798276,
2084,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-11-20 06:13:01.958434,Resolved
2085,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-20 17:35:52.526847,
2085,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-06-20 20:53:03.449655,
2085,3,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-06-21 19:26:10.620711,Resolved
2086,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-14 12:41:23.620683,
2086,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-12-14 16:11:59.321066,
2086,3,Operations,Reviewed,True,Resolved following standard procedure.,2025-12-15 20:21:40.767900,Resolved
2087,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-16 18:33:26.163297,
2087,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-08-16 20:48:55.720401,
2087,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Infrastructure.,2025-08-17 14:32:25.802245,
2087,4,Maintenance,Reviewed,True,Corrected the error and notified the customer.,2025-08-18 22:36:46.531608,Resolved
2088,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-27 10:54:33.210583,
2088,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-07-27 14:46:32.362109,
2088,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-07-31 04:18:35.203285,Resolved
2089,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-08 18:17:22.540952,
2089,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-04-09 01:35:35.085662,
2089,3,Billing,Reviewed,True,Escalated to senior staff for further action.,2025-04-09 13:09:19.404048,Unresolved
2090,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-04 11:47:18.256872,
2090,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-05-04 19:43:43.160622,
2090,3,Billing,Reviewed,True,Escalated to senior staff for further action.,2025-05-06 12:17:46.029216,Unresolved
2091,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-11 13:19:26.324889,
2091,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-06-11 15:13:57.968234,
2091,3,Administration,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-06-15 09:36:15.145234,Resolved
2092,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-13 11:43:14.160063,
2092,2,Security,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-12-13 18:14:01.465463,
2092,3,Administration,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Corruption/Bribery.,2025-12-14 11:03:51.219771,
2092,4,Administration,Reviewed,True,Issue verified and resolved after review.,2025-12-15 09:11:48.658955,Resolved
2093,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-12 14:30:25.309703,
2093,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-04-12 17:13:25.974400,
2093,3,Administration,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-04-15 09:27:48.870597,Resolved
2094,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-09 06:05:34.085152,
2094,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-06-09 07:33:01.790146,
2094,3,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-06-10 17:29:52.893846,Resolved
2095,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-14 08:29:15.567931,
2095,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-05-14 11:38:03.245354,
2095,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-05-17 17:04:35.964634,Resolved
2096,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-25 14:39:46.121607,
2096,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-25 17:10:27.066534,
2096,3,Billing,Reviewed,True,"Still under investigation, pending further review.",2025-07-29 03:05:30.077128,Unresolved
2097,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-28 21:38:23.666887,
2097,2,Operations,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-04-29 00:38:08.338507,
2097,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Infrastructure.,2025-04-29 11:37:05.610880,
2097,4,Maintenance,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-05-02 05:32:02.883641,Resolved
2098,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-05 08:58:28.705261,
2098,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-06-05 13:23:49.284669,
2098,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-06-07 21:26:54.132373,Resolved
2099,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-05 13:01:47.442576,
2099,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-05 18:59:24.128709,
2099,3,Billing,Reviewed,True,Requires field visit before it can be closed.,2025-07-07 06:05:24.778133,Unresolved
2100,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-17 10:28:07.932981,
2100,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-11-17 13:52:42.089950,
2100,3,Maintenance,Reviewed,True,Waiting on additional information from the customer.,2025-11-18 07:05:56.140748,Unresolved
2101,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-10 14:53:50.317254,
2101,2,Security,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-04-10 18:32:42.772860,
2101,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Staff Behavior.,2025-04-11 08:35:31.718094,
2101,4,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-04-12 15:50:55.331815,Resolved
2102,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-01 08:44:18.469866,
2102,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-12-01 12:35:54.580883,
2102,3,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-12-05 07:42:44.129818,Resolved
2103,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-06 12:57:51.461381,
2103,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-07-06 19:41:47.671974,
2103,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-07-10 19:11:11.959195,Resolved
2104,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-21 17:58:35.071586,
2104,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-07-21 19:54:15.287100,
2104,3,Operations,Reviewed,True,Completed the requested action successfully.,2025-07-23 09:05:20.726368,Resolved
2105,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-08 17:34:07.062533,
2105,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-08-08 20:11:25.061501,
2105,3,Billing,Reviewed,True,"Still under investigation, pending further review.",2025-08-11 20:29:52.198320,Unresolved
2106,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-08 15:41:35.683839,
2106,2,Customer Support,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-05-08 17:52:07.089350,
2106,3,Security,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Safety Concern.,2025-05-09 00:44:27.188058,
2106,4,Security,Reviewed,True,Completed the requested action successfully.,2025-05-11 05:38:26.115495,Resolved
2107,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-28 09:47:55.279878,
2107,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-04-28 11:27:15.910892,
2107,3,Billing,Reviewed,True,Requires field visit before it can be closed.,2025-05-01 14:31:41.035290,Unresolved
2108,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-05 12:21:36.841073,
2108,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-06-05 20:01:32.392575,
2108,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-06-08 21:30:20.689552,Resolved
2109,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-14 11:23:13.233093,
2109,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-11-14 19:19:55.771172,
2109,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-11-17 02:12:01.598685,Resolved
2110,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-08 09:30:06.310214,
2110,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-05-08 13:25:16.153737,
2110,3,Administration,Reviewed,True,Escalated to senior staff for further action.,2025-05-08 21:50:34.562216,Unresolved
2111,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-23 13:10:59.964145,
2111,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-01-23 15:57:20.170293,
2111,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-01-24 21:55:55.290371,Resolved
2112,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-07 11:40:11.449909,
2112,2,Billing,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-10-07 19:22:34.690073,
2112,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Appreciation.,2025-10-08 14:47:24.075290,
2112,4,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-10-12 00:31:47.514989,Resolved
2113,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-09 07:21:03.301299,
2113,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-12-09 12:03:06.386100,
2113,3,Customer Support,Reviewed,True,Completed the requested action successfully.,2025-12-10 12:00:57.850052,Resolved
2114,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-01 12:23:23.429838,
2114,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-08-01 19:40:54.912386,
2114,3,Security,Reviewed,True,"Still under investigation, pending further review.",2025-08-04 19:23:22.538329,Unresolved
2115,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-06 09:05:03.760908,
2115,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-03-06 11:06:45.103552,
2115,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-03-07 04:53:30.625682,Resolved
2116,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-15 09:40:31.340161,
2116,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-03-15 11:25:46.009709,
2116,3,Administration,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Corruption/Bribery.,2025-03-15 22:02:43.994413,
2116,4,Administration,Reviewed,True,Completed the requested action successfully.,2025-03-16 06:08:40.222095,Resolved
2117,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-25 15:50:20.992642,
2117,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-06-25 23:29:36.810596,
2117,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-06-27 15:37:29.709316,Resolved
2118,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-06 20:21:37.625938,
2118,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-10-06 23:22:03.980366,
2118,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-10-07 14:16:07.335180,Resolved
2119,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-25 19:48:04.089104,
2119,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-02-25 22:26:15.502083,
2119,3,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-03-01 17:04:05.741579,Unresolved
2120,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-17 15:43:58.381947,
2120,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-04-17 19:15:32.554806,
2120,3,Customer Support,Reviewed,True,Completed the requested action successfully.,2025-04-19 22:25:07.632363,Resolved
2121,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-20 18:08:16.449227,
2121,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-10-20 23:14:49.594836,
2121,3,Administration,Reviewed,True,Resolved following standard procedure.,2025-10-21 23:34:33.018383,Resolved
2122,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-15 15:06:54.579645,
2122,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-10-15 20:03:53.938332,
2122,3,Customer Support,Reviewed,True,Requires field visit before it can be closed.,2025-10-16 14:17:09.259038,Unresolved
2123,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-18 16:59:59.874418,
2123,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-06-18 18:10:47.862377,
2123,3,Billing,Reviewed,True,Issue verified and resolved after review.,2025-06-20 06:26:15.810080,Resolved
2124,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-08 18:39:49.197111,
2124,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-11-08 19:45:34.486061,
2124,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-11-10 03:59:26.063967,Resolved
2125,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-19 10:34:33.306832,
2125,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-11-19 15:47:28.847740,
2125,3,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-11-20 17:50:12.885573,Resolved
2126,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-08 18:14:31.978409,
2126,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-10-09 00:16:55.156362,
2126,3,Billing,Reviewed,True,Escalated to senior staff for further action.,2025-10-10 17:18:40.921016,Unresolved
2127,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-03 11:42:45.768630,
2127,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-07-03 19:22:02.780325,
2127,3,Administration,Reviewed,True,Completed the requested action successfully.,2025-07-04 14:27:08.706553,Resolved
2128,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-02 13:07:14.662364,
2128,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-10-02 18:42:30.850913,
2128,3,Operations,Reviewed,True,Resolved following standard procedure.,2025-10-03 02:21:44.077618,Resolved
2129,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-03 18:17:25.419313,
2129,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-08-04 00:56:17.942816,
2129,3,Security,Reviewed,True,Requires field visit before it can be closed.,2025-08-06 13:49:26.019095,Unresolved
2130,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-25 12:39:33.187698,
2130,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-02-25 15:10:08.490699,
2130,3,Security,Reviewed,True,Resolved following standard procedure.,2025-02-27 14:29:33.216733,Resolved
2131,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-25 13:54:57.919353,
2131,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-09-25 17:00:37.207137,
2131,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-09-28 06:07:14.035802,Resolved
2132,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-26 10:50:35.859191,
2132,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-09-26 17:06:24.973801,
2132,3,Billing,Reviewed,True,Issue verified and resolved after review.,2025-09-28 21:59:33.196756,Resolved
2133,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-18 08:19:52.350478,
2133,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-06-18 14:26:54.450937,
2133,3,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-06-20 13:51:44.597603,Resolved
2134,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-22 10:16:17.638369,
2134,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-05-22 12:48:54.376795,
2134,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-05-23 13:58:23.964738,Resolved
2135,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-18 17:09:46.434227,
2135,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-03-18 22:00:07.215035,
2135,3,Security,Reviewed,True,On hold due to resource availability.,2025-03-19 20:57:27.096208,Unresolved
2136,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-25 16:16:24.163513,
2136,2,Maintenance,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-07-25 22:15:35.419536,
2136,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Staff Behavior.,2025-07-26 19:48:48.279229,
2136,4,Customer Support,Reviewed,True,On hold due to resource availability.,2025-07-30 05:07:27.504456,Unresolved
2137,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-16 21:30:22.789109,
2137,2,Operations,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-05-16 23:46:16.327369,
2137,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Staff Behavior.,2025-05-17 06:08:28.020111,
2137,4,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-05-20 05:35:24.568960,Resolved
2138,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-08 11:37:01.496050,
2138,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-08-08 14:23:02.546317,
2138,3,Maintenance,Reviewed,True,"Still under investigation, pending further review.",2025-08-10 17:02:24.418405,Unresolved
2139,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-14 01:16:44.752627,
2139,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-07-14 03:04:57.858688,
2139,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-07-16 13:56:43.531904,Resolved
2140,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-11 06:14:01.346909,
2140,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-04-11 09:35:55.988881,
2140,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-04-15 08:49:21.445117,Resolved
2141,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-18 16:18:50.825212,
2141,2,Operations,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-09-18 19:06:50.435068,
2141,3,Security,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Safety Concern.,2025-09-18 23:58:44.020994,
2141,4,Security,Reviewed,True,"Still under investigation, pending further review.",2025-09-20 03:42:22.197498,Unresolved
2142,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-20 09:37:02.082696,
2142,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-08-20 13:52:54.467556,
2142,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-08-24 05:48:48.503732,Resolved
2143,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-03 19:41:22.005863,
2143,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-03-03 21:29:36.009849,
2143,3,Security,Reviewed,True,On hold due to resource availability.,2025-03-05 20:31:42.922504,Unresolved
2144,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-04 11:00:35.361510,
2144,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-10-04 12:10:35.723408,
2144,3,Administration,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-10-07 07:46:15.466906,Resolved
2145,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-21 12:01:10.386122,
2145,2,Administration,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-12-21 15:26:41.571199,
2145,3,Operations,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Service Delay.,2025-12-22 06:44:16.756818,
2145,4,Operations,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-12-25 22:05:42.882475,Resolved
2146,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-07 15:06:51.527132,
2146,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-09-07 20:06:23.568102,
2146,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-09-08 10:28:16.871747,Resolved
2147,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-13 10:08:44.388244,
2147,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-03-13 13:44:59.761271,
2147,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-03-16 01:58:31.227517,Resolved
2148,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-06 11:31:33.360667,
2148,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-06-06 13:05:10.498945,
2148,3,Maintenance,Reviewed,True,On hold due to resource availability.,2025-06-10 10:24:32.227110,Unresolved
2149,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-04 17:57:25.543512,
2149,2,Billing,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-06-04 23:35:22.431168,
2149,3,Operations,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Service Delay.,2025-06-05 18:04:21.706214,
2149,4,Operations,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-06-09 04:19:09.485804,Resolved
2150,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-21 04:10:39.775925,
2150,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-05-21 06:12:20.544536,
2150,3,Administration,Reviewed,True,Waiting on additional information from the customer.,2025-05-22 08:42:51.258419,Unresolved
2151,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-26 16:10:53.360404,
2151,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-03-26 20:10:27.476968,
2151,3,Security,Reviewed,True,Resolved following standard procedure.,2025-03-27 12:49:02.497689,Resolved
2152,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-28 16:21:46.748299,
2152,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-03-28 20:40:40.203799,
2152,3,Maintenance,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-03-30 01:57:40.505985,Resolved
2153,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-28 04:03:36.467976,
2153,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-09-28 10:02:54.092525,
2153,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-09-29 16:02:17.544129,Resolved
2154,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-24 18:54:33.728638,
2154,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-09-24 21:03:39.327172,
2154,3,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-09-28 02:14:50.525049,Resolved
2155,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-05 20:01:47.544444,
2155,2,Security,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-05-06 03:46:29.888449,
2155,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Staff Behavior.,2025-05-06 08:11:28.997253,
2155,4,Customer Support,Reviewed,True,Corrected the error and notified the customer.,2025-05-07 05:35:00.090755,Resolved
2156,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-10 11:24:34.064103,
2156,2,Security,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-12-10 18:09:56.343245,
2156,3,Billing,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Billing Issue.,2025-12-11 04:52:43.308082,
2156,4,Billing,Reviewed,True,Waiting on additional information from the customer.,2025-12-13 00:01:15.420410,Unresolved
2157,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-11 07:30:13.296893,
2157,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-04-11 10:47:40.525023,
