complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used,predicted_category,category_confidence,final_category,complaint_hour,complaint_day_of_week,complaint_month,complaint_year
2195,2195,There is a major leakage that has not been fixed for weeks.,,Maintenance,In Progress,CUST2969,2025-09-26 15:33:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,0.9079183993886076,Infrastructure,15,Friday,September,2025
2196,2196,No technician has visited despite multiple requests.,Service Delay,Operations,Open,CUST6091,2025-09-13 17:34:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,17,Saturday,September,2025
2197,2197,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Open,CUST8838,2025-08-02 11:54:00,,2026-07-23 20:15:32,official demanded bribe processing documents,,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer,Corruption/Bribery,1.0,Corruption/Bribery,11,Saturday,August,2025
2198,2198,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST7378,2025-01-28 08:32:00,2025-02-01 21:05:45,2026-07-23 20:15:32,serious safety hazards site need urgent attention,108.5625,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer,Safety Concern,1.0,Safety Concern,8,Tuesday,January,2025
2199,2199,I was overcharged on my last bill and no one is responding.,,Billing,Resolved,CUST4167,2025-02-25 15:24:00,2025-02-28 18:18:26,2026-07-23 20:15:32,overcharged last bill one responding,74.90722222222222,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,0.9489422827244268,Billing Issue,15,Tuesday,February,2025
2200,2200,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST7147,2025-10-27 10:54:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,,Negative,-0.3182,Negative,-0.9997788071632384,Negative,-0.9997788071632384,transformer,Safety Concern,1.0,Safety Concern,10,Monday,October,2025
2201,2201,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST6265,2025-08-03 07:18:00,2025-08-04 22:25:11,2026-07-23 20:15:32,staff member polite handled issue well,39.11972222222222,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,0.9081754283449764,Staff Behavior,7,Sunday,August,2025
2202,2202,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST8263,2025-09-28 23:40:00,2025-10-01 16:48:40,2026-07-23 20:15:32,late fee applied paid time,65.14444444444445,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,1.0,Billing Issue,23,Sunday,September,2025
2203,2203,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,CUST9114,2025-01-12 17:14:00,2025-01-27 03:36:10,2026-07-23 20:15:32,major leakage fixed weeks,346.36944444444447,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,0.9079183993886076,Infrastructure,17,Sunday,January,2025
2204,2204,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Closed,CUST3289,2025-05-06 10:03:00,2025-05-12 03:45:41,2026-07-23 20:15:32,staff member polite handled issue well,137.71138888888888,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,1.0,Staff Behavior,10,Tuesday,May,2025
2205,2205,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST2508,2025-08-20 11:08:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,1.0,Safety Concern,11,Wednesday,August,2025
2206,2206,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST3637,2025-09-27 11:30:00,2025-09-30 07:15:53,2026-07-23 20:15:32,security personnel checking ids properly gate,67.76472222222222,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,1.0,Safety Concern,11,Saturday,September,2025
2207,2207,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST9741,2025-02-25 10:16:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,1.0,Staff Behavior,10,Tuesday,February,2025
2208,2208,No technician has visited despite multiple requests.,,Operations,Open,CUST6147,2025-04-15 13:14:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,13,Tuesday,April,2025
2209,2209,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST8606,2025-04-13 17:06:00,2025-04-20 13:38:46,2026-07-23 20:15:32,technician visited despite multiple requests,164.54611111111112,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,17,Sunday,April,2025
2210,2210,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST4585,2025-08-03 13:38:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,13,Sunday,August,2025
2211,2211,No safety measures are in place despite previous warnings.,Safety Concern,Security,Open,CUST6651,2025-10-22 16:20:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,16,Wednesday,October,2025
2212,2212,No technician has visited despite multiple requests.,,Operations,Closed,CUST5335,2025-04-03 02:57:00,2025-04-09 05:00:20,2026-07-23 20:15:32,technician visited despite multiple requests,146.05555555555554,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,2,Thursday,April,2025
2213,2213,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST9360,2025-11-11 16:03:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,16,Tuesday,November,2025
2214,2214,I was overcharged on my last bill and no one is responding.,,Billing,In Progress,CUST5098,2025-06-10 06:03:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,0.9489422827244268,Billing Issue,6,Tuesday,June,2025
2215,2215,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Open,CUST9186,2025-07-04 18:59:00,,2026-07-23 20:15:32,official demanded bribe processing documents,,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer,Corruption/Bribery,1.0,Corruption/Bribery,18,Friday,July,2025
2216,2216,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST9053,2025-11-03 23:00:00,2025-11-09 02:48:52,2026-07-23 20:15:32,major leakage fixed weeks,123.81444444444443,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,23,Monday,November,2025
2217,2217,There is clear favoritism and under-the-table dealing happening.,,Administration,Resolved,CUST7879,2025-07-06 16:06:00,2025-07-11 05:28:49,2026-07-23 20:15:32,clear favoritism table dealing happening,109.38027777777778,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,0.8928520889790805,Corruption/Bribery,16,Sunday,July,2025
2218,2218,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST8175,2025-05-27 09:31:00,2025-05-30 02:48:15,2026-07-23 20:15:32,online payment portal charged twice bill,65.2875,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,1.0,Billing Issue,9,Tuesday,May,2025
2219,2219,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST2883,2025-11-08 10:55:00,2025-11-14 08:34:31,2026-07-23 20:15:32,waiting since last month issue fixed,141.6586111111111,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,0.9151028386070666,Service Delay,10,Saturday,November,2025
2220,2220,I was asked to pay extra money to get my work done faster.,,Administration,Open,CUST8366,2025-07-11 15:26:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,,Negative,-0.1027,Negative,-0.9994475245475768,Negative,-0.9994475245475768,transformer,Corruption/Bribery,0.8813187258092929,Corruption/Bribery,15,Friday,July,2025
2221,2221,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST7599,2025-07-23 14:37:00,2025-07-25 06:11:59,2026-07-23 20:15:32,want thank team resolving issue quickly,39.58305555555555,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,1.0,Appreciation,14,Wednesday,July,2025
2222,2222,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST4865,2025-06-23 13:03:00,2025-07-04 22:26:06,2026-07-23 20:15:32,road near facility damaged causing accidents,273.385,Negative,-0.6369,Negative,-0.9993550181388856,Negative,-0.9993550181388856,transformer,Infrastructure,1.0,Infrastructure,13,Monday,June,2025
2223,2223,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST3353,2025-10-01 11:23:00,2025-10-02 20:11:44,2026-07-23 20:15:32,excellent service today satisfied response,32.812222222222225,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer,Appreciation,1.0,Appreciation,11,Wednesday,October,2025
2224,2224,My bill amount doubled this month without any explanation.,,Billing,In Progress,CUST7444,2025-03-21 09:22:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,0.9480403015534576,Billing Issue,9,Friday,March,2025
2225,2225,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST5340,2025-01-11 15:34:00,2025-01-17 10:17:52,2026-07-23 20:15:32,equipment site old frequently malfunctions,138.73111111111112,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer,Infrastructure,1.0,Infrastructure,15,Saturday,January,2025
2226,2226,No technician has visited despite multiple requests.,,Operations,Closed,CUST3273,2025-09-17 09:41:00,2025-09-25 03:28:08,2026-07-23 20:15:32,technician visited despite multiple requests,185.7855555555556,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,9,Wednesday,September,2025
2227,2227,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST9753,2025-12-25 09:38:00,2025-12-31 19:00:11,2026-07-23 20:15:32,waiting since last month issue fixed,153.3697222222222,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,1.0,Service Delay,9,Thursday,December,2025
2228,2228,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST1264,2025-04-20 07:38:00,2025-04-24 11:50:54,2026-07-23 20:15:32,witnessed near accident due lack proper signage,100.215,Negative,-0.3182,Negative,-0.9997788071632384,Negative,-0.9997788071632384,transformer,Safety Concern,1.0,Safety Concern,7,Sunday,April,2025
2229,2229,"Excellent service today, very satisfied with the response.",,Customer Support,In Progress,CUST4765,2025-11-02 17:54:00,,2026-07-23 20:15:32,excellent service today satisfied response,,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer,Appreciation,0.8829288637486457,Appreciation,17,Sunday,November,2025
2230,2230,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST5781,2025-06-24 06:38:00,2025-06-29 07:36:12,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,120.97,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,0.908071593935798,Infrastructure,6,Tuesday,June,2025
2231,2231,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST2081,2025-11-11 15:54:00,2025-11-19 01:00:23,2026-07-23 20:15:32,equipment site old frequently malfunctions,177.1063888888889,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer,Infrastructure,1.0,Infrastructure,15,Tuesday,November,2025
2232,2232,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST1586,2025-05-21 19:34:00,2025-05-23 02:22:38,2026-07-23 20:15:32,equipment site old frequently malfunctions,30.81055555555556,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer,Infrastructure,1.0,Infrastructure,19,Wednesday,May,2025
2233,2233,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST7397,2025-02-06 10:15:00,2025-02-13 16:54:31,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,174.6586111111111,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,1.0,Infrastructure,10,Thursday,February,2025
2234,2234,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST5503,2025-09-22 07:11:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,1.0,Staff Behavior,7,Monday,September,2025
2235,2235,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST9108,2025-12-03 10:46:00,2025-12-08 09:40:58,2026-07-23 20:15:32,three weeks complaint still resolved,118.9161111111111,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,1.0,Service Delay,10,Wednesday,December,2025
2236,2236,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST9287,2025-06-05 04:54:00,2025-06-09 23:13:54,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,114.33166666666666,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,1.0,Infrastructure,4,Thursday,June,2025
2237,2237,I was treated very disrespectfully by the customer support agent.,,Customer Support,Resolved,CUST1625,2025-10-05 13:20:00,2025-10-10 20:22:55,2026-07-23 20:15:32,treated disrespectfully customer support agent,127.04861111111111,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer,Staff Behavior,0.9057271999777208,Staff Behavior,13,Sunday,October,2025
2238,2238,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Resolved,CUST4890,2025-05-17 09:00:00,2025-05-22 15:16:04,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,126.26777777777778,Positive,0.6486,Positive,0.9871915578842164,Positive,0.9871915578842164,transformer,Safety Concern,0.8835184973982364,Safety Concern,9,Saturday,May,2025
2239,2239,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST7392,2025-11-22 21:57:00,2025-11-25 09:42:49,2026-07-23 20:15:32,response time service requests unacceptably slow,59.76361111111111,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,1.0,Service Delay,21,Saturday,November,2025
2240,2240,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Open,CUST3751,2025-05-15 06:36:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,1.0,Service Delay,6,Thursday,May,2025
2241,2241,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST3990,2025-03-24 18:21:00,2025-04-02 00:12:54,2026-07-23 20:15:32,staff keep telling wait nothing happens,197.865,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,0.9313366245653248,Service Delay,18,Monday,March,2025
2242,2242,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Open,CUST5819,2025-06-13 13:12:00,,2026-07-23 20:15:32,great job support team issue resolved within day,,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer,Appreciation,1.0,Appreciation,13,Friday,June,2025
2243,2243,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST5411,2025-08-05 07:43:00,2025-08-08 21:10:42,2026-07-23 20:15:32,bill amount doubled month without explanation,85.46166666666667,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,7,Tuesday,August,2025
2244,2244,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST2689,2025-11-07 07:34:00,2025-11-08 13:29:49,2026-07-23 20:15:32,safety measures place despite previous warnings,29.93027777777778,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,7,Friday,November,2025
2245,2245,No technician has visited despite multiple requests.,,Operations,Closed,CUST6535,2025-04-22 19:43:00,2025-04-29 22:32:08,2026-07-23 20:15:32,technician visited despite multiple requests,170.8188888888889,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,19,Tuesday,April,2025
2246,2246,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST7613,2025-03-11 11:24:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,1.0,Safety Concern,11,Tuesday,March,2025
2247,2247,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST7062,2025-11-08 08:21:00,2025-11-08 22:46:20,2026-07-23 20:15:32,excellent service today satisfied response,14.422222222222222,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer,Appreciation,1.0,Appreciation,8,Saturday,November,2025
2248,2248,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST9022,2025-02-23 13:25:00,2025-02-26 09:19:13,2026-07-23 20:15:32,online payment portal charged twice bill,67.9036111111111,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,0.93891422374877,Billing Issue,13,Sunday,February,2025
2249,2249,Very unprofessional behavior from the officer on duty.,,Customer Support,Open,CUST8991,2025-12-18 15:20:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,0.9123531566446584,Staff Behavior,15,Thursday,December,2025
2250,2250,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,In Progress,CUST2965,2025-10-08 18:00:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,,Negative,-0.3182,Negative,-0.9997788071632384,Negative,-0.9997788071632384,transformer,Safety Concern,1.0,Safety Concern,18,Wednesday,October,2025
2251,2251,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST8933,2025-10-03 16:59:00,2025-10-12 21:55:02,2026-07-23 20:15:32,clear favoritism table dealing happening,220.9338888888889,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,1.0,Corruption/Bribery,16,Friday,October,2025
2252,2252,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST1617,2025-07-23 20:21:00,2025-07-26 18:38:07,2026-07-23 20:15:32,bill amount doubled month without explanation,70.28527777777778,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,0.9480403015534576,Billing Issue,20,Wednesday,July,2025
2253,2253,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,In Progress,CUST6353,2025-04-10 10:05:00,,2026-07-23 20:15:32,billing error already paid still shows unpaid,,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,10,Thursday,April,2025
2254,2254,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST7872,2025-02-24 00:11:00,2025-02-28 01:19:09,2026-07-23 20:15:32,asked pay extra money get work done faster,97.13583333333334,Negative,-0.1027,Negative,-0.9994475245475768,Negative,-0.9994475245475768,transformer,Corruption/Bribery,1.0,Corruption/Bribery,0,Monday,February,2025
2255,2255,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST1263,2025-02-26 14:27:00,2025-02-28 17:56:16,2026-07-23 20:15:32,staff member polite handled issue well,51.48777777777778,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,0.9081754283449764,Staff Behavior,14,Wednesday,February,2025
2256,2256,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST5644,2025-12-05 14:44:00,2025-12-06 12:26:50,2026-07-23 20:15:32,new online system made things much easier well done,21.71388888888889,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer,Appreciation,1.0,Appreciation,14,Friday,December,2025
2257,2257,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST2999,2025-01-12 15:11:00,2025-01-13 15:37:29,2026-07-23 20:15:32,want thank team resolving issue quickly,24.441388888888888,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,1.0,Appreciation,15,Sunday,January,2025
2258,2258,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST8831,2025-07-02 10:38:00,2025-07-12 23:52:00,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,253.2333333333333,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,0.908071593935798,Infrastructure,10,Wednesday,July,2025
2259,2259,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST6706,2025-03-28 10:32:00,2025-03-31 23:48:16,2026-07-23 20:15:32,billing error already paid still shows unpaid,85.27111111111111,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,10,Friday,March,2025
2260,2260,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST7817,2025-12-18 08:51:00,2025-12-23 19:57:33,2026-07-23 20:15:32,technician visited despite multiple requests,131.10916666666665,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,8,Thursday,December,2025
2261,2261,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST9829,2025-11-19 08:32:00,2025-11-21 20:56:45,2026-07-23 20:15:32,billing error already paid still shows unpaid,60.4125,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,8,Wednesday,November,2025
2262,2262,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST5581,2025-11-05 11:31:00,2025-11-09 12:54:04,2026-07-23 20:15:32,employee refused help arguing instead assisting,97.38444444444444,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,1.0,Staff Behavior,11,Wednesday,November,2025
2263,2263,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST5719,2025-09-14 08:23:00,2025-09-18 05:09:07,2026-07-23 20:15:32,employee refused help arguing instead assisting,92.76861111111111,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,0.9188669008707594,Staff Behavior,8,Sunday,September,2025
2264,2264,My bill amount doubled this month without any explanation.,,Billing,Open,CUST8014,2025-05-20 00:58:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,0.9480403015534576,Billing Issue,0,Tuesday,May,2025
2265,2265,I want to thank the team for resolving my issue so quickly.,,Customer Support,Closed,CUST6027,2025-03-28 15:00:00,2025-03-29 02:32:38,2026-07-23 20:15:32,want thank team resolving issue quickly,11.543888888888889,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,0.8944524369271923,Appreciation,15,Friday,March,2025
2266,2266,No technician has visited despite multiple requests.,,Operations,Closed,CUST2896,2025-07-08 01:04:00,2025-07-11 12:41:22,2026-07-23 20:15:32,technician visited despite multiple requests,83.62277777777778,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,1,Tuesday,July,2025
2267,2267,I witnessed a near-accident due to lack of proper signage.,,Security,In Progress,CUST4343,2025-02-01 13:20:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,,Negative,-0.3182,Negative,-0.9997788071632384,Negative,-0.9997788071632384,transformer,Safety Concern,0.8883533749905692,Safety Concern,13,Saturday,February,2025
2268,2268,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Open,CUST9516,2025-07-06 17:43:00,,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,0.9020183444644632,Infrastructure,17,Sunday,July,2025
2269,2269,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST4638,2025-06-20 20:45:00,2025-06-24 14:16:19,2026-07-23 20:15:32,unprofessional behavior officer duty,89.52194444444444,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,1.0,Staff Behavior,20,Friday,June,2025
2270,2270,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST3125,2025-09-10 07:41:00,2025-09-16 15:20:36,2026-07-23 20:15:32,unprofessional behavior officer duty,151.66,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,1.0,Staff Behavior,7,Wednesday,September,2025
2271,2271,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST2140,2025-12-23 13:10:00,2025-12-31 09:14:31,2026-07-23 20:15:32,staff keep telling wait nothing happens,188.07527777777776,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,0.9313366245653248,Service Delay,13,Tuesday,December,2025
2272,2272,I was treated very disrespectfully by the customer support agent.,,Customer Support,Open,CUST2030,2025-08-26 11:52:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer,Staff Behavior,0.9057271999777208,Staff Behavior,11,Tuesday,August,2025
2273,2273,The online payment portal charged me twice for the same bill.,,Billing,Open,CUST2517,2025-03-27 09:41:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,0.93891422374877,Billing Issue,9,Thursday,March,2025
2274,2274,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST4341,2025-11-17 07:15:00,2025-11-18 00:44:40,2026-07-23 20:15:32,overcharged last bill one responding,17.494444444444444,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,7,Monday,November,2025
2275,2275,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST2426,2025-05-18 10:10:00,2025-05-26 15:38:44,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,197.4788888888889,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,1.0,Infrastructure,10,Sunday,May,2025
